name_clean,SCIENTIFIC.NAME,specID
Stone_Partridge,Ptilopachus petrosus,OTT:867023
Eurasian_Blue_Tit,Cyanistes caeruleus,OTT:746120
Hawaiian_Goose,Branta sandvicensis,OTT:767835
Chiloe_Wigeon,Mareca sibilatrix,OTT:604188
Taveta_Golden-Weaver,Ploceus castaneiceps,OTT:3597754
Xantuss_Hummingbird,Hylocharis xantusii,OTT:699785
Cut-throat,Amadina fasciata,OTT:393090
White-rumped_Munia,Lonchura striata,OTT:306760
Military_Macaw,Ara militaris,OTT:758345
African_Sacred_Ibis,Threskiornis aethiopicus,OTT:413795
Red-rumped_Parrot,Psephotus haematonotus,OTT:225745
Blue-and-yellow_Macaw,Ara ararauna,OTT:1020127
Abdims_Stork,Ciconia abdimii,OTT:563490
Madagascar_Ibis,Lophotibis cristata,OTT:3596725
Black-necked_Swan,Cygnus melancoryphus,OTT:318892
Vinous-throated_Parrotbill,Sinosuthora webbiana,OTT:802901
Red-breasted_Goose,Branta ruficollis,OTT:799106
Crimson-rumped_Waxbill,Estrilda rhodopyga,OTT:102068
Water_Pipit,Anthus spinoletta,OTT:695342
Red-browed_Firetail,Neochmia temporalis,OTT:918913
Brahminy_Starling,Sturnia pagodarum,OTT:844099
Black-throated_Canary,Crithagra atrogularis,OTT:328905
Golden-fronted_Leafbird,Chloropsis aurifrons,OTT:7490
Red-crowned_Parakeet,Cyanoramphus novaezelandiae,OTT:818316
Southern_Masked-Weaver,Ploceus velatus,OTT:301061
Diamond_Firetail,Stagonopleura guttata,OTT:543841
Common_Scoter,Melanitta nigra,OTT:948668
Meyers_Parrot,Poicephalus meyeri,OTT:963224
Yellow-faced_Grassquit,Tiaris olivaceus,OTT:227256
White-lined_Tanager,Tachyphonus rufus,OTT:1073501
White-eared_Bulbul,Pycnonotus leucotis,OTT:3598322
Eclectus_Parrot,Eclectus roratus,OTT:375776
Kalij_Pheasant,Lophura leucomelanos,OTT:53700
Streak-headed_Munia,Lonchura tristissima,OTT:3597686
Southern_Brown_Kiwi,Apteryx australis,OTT:241834
Gray_Silky-flycatcher,Ptiliogonys cinereus,OTT:843507
Crested_Guineafowl,Guttera pucherani,OTT:684048
Black_Siskin,Spinus atratus,OTT:637971
European_Serin,Serinus serinus,OTT:1083724
White-headed_Woodhoopoe,Phoeniculus bollei,OTT:3600732
Blue_Duck,Hymenolaimus malacorhynchos,OTT:423364
Pacific_Parrotlet,Forpus coelestis,OTT:630221
Upland_Goose,Chloephaga picta,OTT:140309
Spur-winged_Lapwing,Vanellus spinosus,OTT:313115
Greater_Coucal,Centropus sinensis,OTT:1039519
Village_Indigobird,Vidua chalybeata,OTT:622887
White-capped_Albatross,Thalassarche cauta,OTT:320278
Belchers_Gull,Larus belcheri,OTT:704174
Red-tailed_Tropicbird,Phaethon rubricauda,OTT:509057
Little_Curlew,Numenius minutus,OTT:651069
Wandering_Albatross,Diomedea exulans,OTT:71459
Indian_White-eye,Zosterops palpebrosus,OTT:446693
Gray-faced_Petrel,Pterodroma gouldi,OTT:581903
Bulwers_Petrel,Bulweria bulwerii,OTT:944663
Streaked_Shearwater,Calonectris leucomelas,OTT:82215
Light-mantled_Albatross,Phoebetria palpebrata,OTT:592674
White-tailed_Tropicbird,Phaethon lepturus,OTT:855119
Stejnegers_Petrel,Pterodroma longirostris,OTT:271031
Golden-cheeked_Warbler,Setophaga chrysoparia,OTT:1053199
White-collared_Swift,Streptoprocne zonaris,OTT:697414
Greater_Sand-Plover,Charadrius leschenaultii,OTT:1040108
Chatham_Albatross,Thalassarche eremita,OTT:134477
Ringed_Storm-Petrel,Oceanodroma hornbyi,OTT:3595642
Parkinsons_Petrel,Procellaria parkinsoni,OTT:603895
Orange-breasted_Bunting,Passerina leclancherii,OTT:887253
Lesser_Frigatebird,Fregata ariel,OTT:906504
Newells_Shearwater,Puffinus newelli,OTT:828823
White-chinned_Petrel,Procellaria aequinoctialis,OTT:845406
Jouanins_Petrel,Bulweria fallax,OTT:3595599
Black-winged_Bishop,Euplectes hordeaceus,OTT:617293
Japanese_Tit,Parus minor,OTT:387300
Peacock_Coquette,Lophornis pavoninus,OTT:520729
Caspian_Gull,Larus cachinnans,OTT:1092580
Olivaceous_Siskin,Spinus olivaceus,OTT:238138
Double-barred_Finch,Taeniopygia bichenovii,OTT:1019789
Brown-capped_Rosy-Finch,Leucosticte australis,OTT:235456
Pink-footed_Goose,Anser brachyrhynchus,OTT:970372
Golden-crowned_Warbler,Basileuterus culicivorus,OTT:508027
Rufous-collared_Sparrow,Zonotrichia capensis,OTT:265551
New_Guinea_Scrubfowl,Megapodius decollatus,OTT:227301
Southern_Cordonbleu,Uraeginthus angolensis,OTT:95949
White-winged_Grosbeak,Mycerobas carnipes,OTT:341476
Variable_Hawk,Geranoaetus polyosoma,OTT:458097
Hyacinth_Macaw,Anodorhynchus hyacinthinus,OTT:416115
Island_Canary,Serinus canaria,OTT:464865
Long-billed_Thrasher,Toxostoma longirostre,OTT:1085998
Saltmarsh_Sparrow,Ammospiza caudacuta,OTT:567252
Roseate_Tern,Sterna dougallii,OTT:285543
Bicknells_Thrush,Catharus bicknelli,OTT:545760
Little_Egret,Egretta garzetta,OTT:273425
Chestnut-throated_Seedeater,Sporophila telasco,OTT:128438
Senegal_Parrot,Poicephalus senegalus,OTT:246406
Eurasian_Jackdaw,Corvus monedula,OTT:711848
Southern_Red_Bishop,Euplectes orix,OTT:961125
Corn_Crake,Crex crex,OTT:897460
Atlantic_Puffin,Fratercula arctica,OTT:864865
Black-capped_Petrel,Pterodroma hasitata,OTT:271036
White-faced_Storm-Petrel,Pelagodroma marina,OTT:904490
Labrador_Duck,Camptorhynchus labradorius,OTT:526047
Northern_Lapwing,Vanellus vanellus,OTT:413796
Great_Skua,Stercorarius skua,OTT:742633
Silver_Gull,Chroicocephalus novaehollandiae,OTT:887696
Whiskered_Tern,Chlidonias hybrida,OTT:915886
Lilac-breasted_Roller,Coracias caudatus,OTT:244691
Sunbittern,Eurypyga helias,OTT:86680
Asian_Fairy-bluebird,Irena puella,OTT:647178
Sulawesi_Ground_Dove,Gallicolumba tristigmata,OTT:392935
Blue-capped_Motmot,Momotus coeruliceps,OTT:3596430
Great_Argus,Argusianus argus,OTT:521339
Nicobar_Pigeon,Caloenas nicobarica,OTT:1032058
Silver-beaked_Tanager,Ramphocelus carbo,OTT:107151
Yellow-legged_Gull,Larus michahellis,OTT:1041800
Snail_Kite,Rostrhamus sociabilis,OTT:399794
Florida_Scrub-Jay,Aphelocoma coerulescens,OTT:175629
Zenaida_Dove,Zenaida aurita,OTT:873995
Gray-headed_Swamphen,Porphyrio poliocephalus,OTT:967838
Spot-breasted_Oriole,Icterus pectoralis,OTT:550995
Smooth-billed_Ani,Crotophaga ani,OTT:267844
Cuban_Vireo,Vireo gundlachii,OTT:3598051
Crimson-fronted_Parakeet,Psittacara finschi,OTT:1038621
Western_Spindalis,Spindalis zena,OTT:303111
Thick-billed_Vireo,Vireo crassirostris,OTT:498776
Antillean_Nighthawk,Chordeiles gundlachii,OTT:3597094
Scarlet-fronted_Parakeet,Psittacara wagleri,OTT:461596
Chestnut-fronted_Macaw,Ara severus,OTT:789646
White-eyed_Parakeet,Psittacara leucophthalmus,OTT:789655
Bahama_Mockingbird,Mimus gundlachii,OTT:1000580
Black-faced_Grassquit,Melanospiza bicolor,OTT:1000571
Black_Noddy,Anous minutus,OTT:417372
Key_West_Quail-Dove,Geotrygon chrysia,OTT:3596620
La_Sagras_Flycatcher,Myiarchus sagrae,OTT:138461
European_Storm-Petrel,Hydrobates pelagicus,OTT:656589
Feas_Petrel,Pterodroma feae,OTT:950182
Cuban_Pewee,Contopus caribaeus,OTT:3599160
Bahama_Swallow,Tachycineta cyaneoviridis,OTT:621800
Bananaquit,Coereba flaveola,OTT:419369
Tropical_Mockingbird,Mimus gilvus,OTT:1000585
Bahama_Woodstar,Nesophlox evelynae,OTT:3600526
Loggerhead_Kingbird,Tyrannus caudifasciatus,OTT:730977
Coscoroba_Swan,Coscoroba coscoroba,OTT:140305
Stygian_Owl,Asio stygius,OTT:595225
Double-toothed_Kite,Harpagus bidentatus,OTT:919198
European_Robin,Erithacus rubecula,OTT:507122
Red-legged_Thrush,Turdus plumbeus,OTT:906941
Antillean_Palm-Swift,Tachornis phoenicobia,OTT:206229
Dark-billed_Cuckoo,Coccyzus melacoryphus,OTT:787069
Rosy-billed_Pochard,Netta peposaca,OTT:857019
Plumed_Whistling-Duck,Dendrocygna eytoni,OTT:662615
Dusky-headed_Parakeet,Aratinga weddellii,OTT:1064252
Great_White_Pelican,Pelecanus onocrotalus,OTT:427899
Hispaniolan_Parrot,Amazona ventralis,OTT:291861
Giant_Wood-Rail,Aramides ypecaha,OTT:228505
Java_Sparrow,Lonchura oryzivora,OTT:453058
Russet-naped_Wood-Rail,Aramides albiventris,OTT:7659896
Black-cheeked_Lovebird,Agapornis nigrigenis,OTT:174390
Peach-fronted_Parakeet,Eupsittula aurea,OTT:717641
Dusky_Lory,Pseudeos fuscata,OTT:396440
Cuban_Bullfinch,Melopyrrha nigra,OTT:628898
Paradise_Tanager,Tangara chilensis,OTT:559738
Cuban_Grassquit,Phonipara canora,OTT:349675
Purple_Honeycreeper,Cyanerpes caeruleus,OTT:90890
Green-cheeked_Parakeet,Pyrrhura molinae,OTT:442816
Hottentot_Teal,Spatula hottentota,OTT:82424
Black-and-white_Mannikin,Spermestes bicolor,OTT:998135
Lavender_Waxbill,Estrilda coerulescens,OTT:969505
Red-shouldered_Macaw,Diopsittaca nobilis,OTT:789639
Black-necked_Stork,Ephippiorhynchus asiaticus,OTT:848607
Red-breasted_Parakeet,Psittacula alexandri,OTT:753626
Orinoco_Goose,Oressochen jubatus,OTT:88391
White_Cockatoo,Cacatua alba,OTT:579824
Superb_Starling,Lamprotornis superbus,OTT:968667
Blue-winged_Goose,Cyanochen cyanoptera,OTT:140301
Toco_Toucan,Ramphastos toco,OTT:640527
Blue-winged_Mountain-Tanager,Anisognathus somptuosus,OTT:593418
Black-headed_Parrot,Pionites melanocephalus,OTT:682876
Maroon-bellied_Parakeet,Pyrrhura frontalis,OTT:33330
Alexandrine_Parakeet,Psittacula eupatria,OTT:339566
Green_Honeycreeper,Chlorophanes spiza,OTT:244603
Ferruginous_Duck,Aythya nyroca,OTT:789865
Jungle_Myna,Acridotheres fuscus,OTT:595025
Magpie_Goose,Anseranas semipalmata,OTT:714464
White-cheeked_Turaco,Tauraco leucotis,OTT:772749
Pesquets_Parrot,Psittrichas fulgidus,OTT:412123
Lesser_Whistling-Duck,Dendrocygna javanica,OTT:737604
Opal-rumped_Tanager,Tangara velia,OTT:1006804
Hispaniolan_Parakeet,Psittacara chloropterus,OTT:1034533
Radjah_Shelduck,Radjah radjah,OTT:522863
Long-tailed_Starling,Aplonis magna,OTT:3598564
Eurasian_Spoonbill,Platalea leucorodia,OTT:317305
Yellow-fronted_Parrot,Poicephalus flavifrons,OTT:3600345
Red-spectacled_Parrot,Amazona pretrei,OTT:400199
Golden_Parakeet,Guaruba guarouba,OTT:416104
Bronze-tailed_Peacock-Pheasant,Polyplectron chalcurum,OTT:110936
Australian_Shelduck,Tadorna tadornoides,OTT:282327
Turquoise_Tanager,Tangara mexicana,OTT:536138
Galah,Eolophus roseicapilla,OTT:900913
Star_Finch,Neochmia ruficauda,OTT:918908
Red_Lory,Eos bornea,OTT:417928
Malabar_Parakeet,Psittacula columboides,OTT:864236
Gray_Partridge,Perdix perdix,OTT:102712
Chattering_Lory,Lorius garrulus,OTT:312140
Curl-crested_Aracari,Pteroglossus beauharnaesii,OTT:640525
Ruddy_Quail-Dove,Geotrygon montana,OTT:664480
Black-faced_Dacnis,Dacnis lineata,OTT:1050032
Jamess_Flamingo,Phoenicoparrus jamesi,OTT:1030759
Purple_Grenadier,Granatina ianthinogaster,OTT:778426
Cuban_Martin,Progne cryptoleuca,OTT:537121
Masked_Duck,Nomonyx dominicus,OTT:892281
Southern_Martin,Progne elegans,OTT:154004
Plum-headed_Parakeet,Psittacula cyanocephala,OTT:864243
Gray-hooded_Gull,Chroicocephalus cirrocephalus,OTT:938686
Golden-fronted_Woodpecker,Melanerpes aurifrons,OTT:425443
Tawny-shouldered_Blackbird,Agelaius humeralis,OTT:498752
Piratic_Flycatcher,Legatus leucophaius,OTT:937062
Yellow-nosed_Albatross,Thalassarche chlororhynchos,OTT:663145
Mangrove_Swallow,Tachycineta albilinea,OTT:621797
Red-legged_Honeycreeper,Cyanerpes cyaneus,OTT:178472
White-tipped_Dove,Leptotila verreauxi,OTT:244144
Great_Black_Hawk,Buteogallus urubitinga,OTT:1034660
Woolly-necked_Stork,Ciconia episcopus,OTT:324160
Variegated_Flycatcher,Empidonomus varius,OTT:361535
Scaly-naped_Pigeon,Patagioenas squamosa,OTT:773506
Victoria_Crowned-Pigeon,Goura victoria,OTT:392933
Long-tailed_Glossy_Starling,Lamprotornis caudatus,OTT:906566
Plain_Chachalaca,Ortalis vetula,OTT:109882
Black-billed_Cuckoo-Dove,Macropygia nigrirostris,OTT:414979
Red-backed_Scrub-Robin,Cercotrichas leucophrys,OTT:237999
Green-breasted_Mango,Anthracothorax prevostii,OTT:572744
Yellow_Chat,Epthianura crocea,OTT:1053667
Gray_Gull,Leucophaeus modestus,OTT:993035
Montezuma_Oropendola,Psarocolius montezuma,OTT:1026889
Eastern_Marsh-Harrier,Circus spilonotus,OTT:932845
Yellow-throated_Woodland-Warbler,Phylloscopus ruficapilla,OTT:383585
Meadow_Pipit,Anthus pratensis,OTT:870543
Lady_Amhersts_Pheasant,Chrysolophus amherstiae,OTT:943883
Wallaces_Fairywren,Sipodotus wallacii,OTT:650063
Blue_Bunting,Cyanocompsa parellina,OTT:772205
Black_Stilt,Himantopus novaezelandiae,OTT:543952
Eurasian_Moorhen,Gallinula chloropus,OTT:1041541
Iiwi,Drepanis coccinea,OTT:823302
Warbling_White-eye,Zosterops japonicus,OTT:131985
Apapane,Himatione sanguinea,OTT:298780
Oahu_Elepaio,Chasiempis ibidis,OTT:319311
Hawaii_Akepa,Loxops coccineus,OTT:298776
Hawaiian_Hawk,Buteo solitarius,OTT:34350
Greater_Necklaced_Laughingthrush,Ianthocincla pectoralis,OTT:5560054
Hawaii_Elepaio,Chasiempis sandwichensis,OTT:893771
Omao,Myadestes obscurus,OTT:786482
Hawaiian_Coot,Fulica alai,OTT:181051
Hawaiian_Duck,Anas wyvilliana,OTT:133895
African_Silverbill,Euodice cantans,OTT:596772
Erckels_Francolin,Pternistis erckelii,OTT:676799
Hawaii_Amakihi,Chlorodrepanis virens,OTT:157610
Palila,Loxioides bailleui,OTT:221897
Oahu_Amakihi,Chlorodrepanis flava,OTT:324558
Japanese_Bush_Warbler,Horornis diphone,OTT:1076190
White_Tern,Gygis alba,OTT:915897
Chinese_Hwamei,Garrulax canorus,OTT:635111
Maui_Alauahio,Paroreomyza montana,OTT:823298
Akohekohe,Palmeria dolei,OTT:298765
Gray_Francolin,Francolinus pondicerianus,OTT:204734
Anianiau,Magumma parva,OTT:1089642
Kauai_Amakihi,Chlorodrepanis stejnegeri,OTT:667189
Akiapolaau,Hemignathus wilsoni,OTT:324561
Kauai_Elepaio,Chasiempis sclateri,OTT:319312
Chestnut-bellied_Sandgrouse,Pterocles exustus,OTT:837657
Salmon-crested_Cockatoo,Cacatua moluccensis,OTT:959831
Christmas_Shearwater,Puffinus nativitatis,OTT:471655
Hawaii_Creeper,Loxops mana,OTT:298768
Japanese_Quail,Coturnix japonica,OTT:803622
Mariana_Swiftlet,Aerodramus bartschi,OTT:534820
Maui_Parrotbill,Pseudonestor xanthophrys,OTT:823300
Akekee,Loxops caeruleirostris,OTT:1089641
Blue-gray_Noddy,Anous ceruleus,OTT:7659019
Black-winged_Petrel,Pterodroma nigripennis,OTT:319464
Gray-backed_Tern,Onychoprion lunatus,OTT:7642
Akikiki,Oreomystis bairdi,OTT:298769
Nihoa_Finch,Telespiza ultima,OTT:512723
White-necked_Petrel,Pterodroma cervicalis,OTT:461783
Tahiti_Petrel,Pseudobulweria rostrata,OTT:172667
Bonin_Petrel,Pterodroma hypoleuca,OTT:797520
Laysan_Duck,Anas laysanensis,OTT:339494
Tanimbar_Corella,Cacatua goffiniana,OTT:619331
Herald_Petrel,Pterodroma heraldica,OTT:285635
Red-fronted_Parrot,Poicephalus gulielmi,OTT:256842
Chinese_Thrush,Otocichla mupinensis,OTT:754976
Barred_Dove,Geopelia maugeus,OTT:3596614
Scarlet-chested_Parrot,Neophema splendida,OTT:435949
Ou,Psittirostra psittacea,OTT:3597429
Poo-uli,Melamprosops phaeosoma,OTT:221515
Red-billed_Francolin,Pternistis adspersus,OTT:681160
White-browed_Shama,Copsychus luzoniensis,OTT:994825
Little_Corella,Cacatua sanguinea,OTT:995013
African_Penguin,Spheniscus demersus,OTT:60417
White-crested_Laughingthrush,Garrulax leucolophus,OTT:294062
Kauai_Oo,Moho braccatus,OTT:917520
Kamao,Myadestes myadestinus,OTT:3598825
Olomao,Myadestes lanaiensis,OTT:3598822
Maui_Akepa,Loxops ochraceus,OTT:6153367
Great_Crested_Tern,Thalasseus bergii,OTT:341034
Millerbird,Acrocephalus familiaris,OTT:481195
Black-faced_Munia,Lonchura molucca,OTT:3597689
Blue-headed_Parrot,Pionus menstruus,OTT:283087
Laysan_Finch,Telespiza cantans,OTT:213516
Abyssinian_White-eye,Zosterops abyssinicus,OTT:335475
Bishops_Oo,Moho bishopi,OTT:522078
Jungle_Nightjar,Caprimulgus indicus,OTT:618206
Little_Shearwater,Puffinus assimilis,OTT:946844
White-throated_Ground_Dove,Alopecoenas xanthonurus,OTT:538011
Purple-capped_Fruit-Dove,Ptilinopus ponapensis,OTT:7659228
Kakawahie,Paroreomyza flammea,OTT:3597366
Hawaiian_Rail,Zapornia sandwichensis,OTT:3599942
Striated_Heron,Butorides striata,OTT:618202
Western_Swamphen,Porphyrio porphyrio,OTT:148209
Christmas_Island_Swiftlet,Collocalia natalis,OTT:7658711
Hawaii_Oo,Moho nobilis,OTT:522079
Cassia_Crossbill,Loxia sinesciuris,OTT:7661197
Hooded_Crane,Grus monacha,OTT:832269
Carrion_Crow,Corvus corone,OTT:711844
Common_Chaffinch,Fringilla coelebs,OTT:828694
Eurasian_Jay,Garrulus glandarius,OTT:140432
Large-billed_Tern,Phaetusa simplex,OTT:341044
Rock_Partridge,Alectoris graeca,OTT:356743
Audubons_Oriole,Icterus graduacauda,OTT:1077599
Black_Flowerpiercer,Diglossa humeralis,OTT:79993
Black-tailed_Trainbearer,Lesbia victoriae,OTT:767074
Eared_Dove,Zenaida auriculata,OTT:873990
Great_Thrush,Turdus fuscater,OTT:1008495
Sparkling_Violetear,Colibri coruscans,OTT:804120
Cinereous_Conebill,Conirostrum cinereum,OTT:3597292
White-tailed_Hawk,Geranoaetus albicaudatus,OTT:458094
Jabiru,Jabiru mycteria,OTT:1041424
Crowned_Slaty_Flycatcher,Empidonomus aurantioatrocristatus,OTT:279128
Black_Rail,Laterallus jamaicensis,OTT:425438
Western_Reef-Heron,Egretta gularis,OTT:3596775
Trindade_Petrel,Pterodroma arminjoniana,OTT:666330
Yellow-billed_Duck,Anas undulata,OTT:30855
Himalayan_Snowcock,Tetraogallus himalayensis,OTT:849558
Black-capped_Catbird,Ailuroedus melanocephalus,OTT:6153803
Worthens_Sparrow,Spizella wortheni,OTT:567431
Black-browed_Albatross,Thalassarche melanophris,OTT:320271
Red-headed_Lovebird,Agapornis pullarius,OTT:174392
White-necked_Raven,Corvus albicollis,OTT:127684
Hooded_Crow,Corvus cornix,OTT:597020
Black-crested_Titmouse,Baeolophus atricristatus,OTT:809013
Black-capped_Vireo,Vireo atricapilla,OTT:392755
Clay-colored_Thrush,Turdus grayi,OTT:508849
Sungrebe,Heliornis fulica,OTT:440618
Rufous-necked_Wood-Rail,Aramides axillaris,OTT:101222
Orange-billed_Nightingale-Thrush,Catharus aurantiirostris,OTT:252694
Eurasian_Linnet,Linaria cannabina,OTT:637969
Eastern_Paradise-Whydah,Vidua paradisaea,OTT:507127
Laughing_Kookaburra,Dacelo novaeguineae,OTT:938422
Red-collared_Widowbird,Euplectes ardens,OTT:617299
Morelets_Seedeater,Sporophila morelleti,OTT:7662403
Baers_Pochard,Aythya baeri,OTT:3595900
Bismarck_Imperial-Pigeon,Ducula melanochroa,OTT:51612
Black-lored_Parrot,Tanygnathus gramineus,OTT:3600399
Azure_Gallinule,Porphyrio flavirostris,OTT:1023131
Eurasian_Curlew,Numenius arquata,OTT:971518
Lined_Seedeater,Sporophila lineola,OTT:817090
Swinhoes_Storm-Petrel,Oceanodroma monorhis,OTT:406716
Bermuda_Petrel,Pterodroma cahow,OTT:845408
Red-billed_Duck,Anas erythrorhyncha,OTT:82414
Cape_Verde_Shearwater,Calonectris edwardsii,OTT:504674
Black-bellied_Storm-Petrel,Fregetta tropica,OTT:904495
Lanner_Falcon,Falco biarmicus,OTT:48174
Red-crowned_Crane,Grus japonensis,OTT:928352
Humboldt_Penguin,Spheniscus humboldti,OTT:810741
Common_Pauraque,Nyctidromus albicollis,OTT:1014896
Golden_Grosbeak,Pheucticus chrysogaster,OTT:3597153
White-throated_Spadebill,Platyrinchus mystaceus,OTT:32470
Yellow-crested_Cockatoo,Cacatua sulphurea,OTT:290348
Blue_Crane,Anthropoides paradiseus,OTT:510573
Southern_Lapwing,Vanellus chilensis,OTT:661803
Barolo_Shearwater,Puffinus baroli,OTT:946840
Red-footed_Falcon,Falco vespertinus,OTT:964523
Thick-billed_Ground-Pigeon,Trugon terrestris,OTT:956253
Little_Tern,Sternula albifrons,OTT:293653
White_Stork,Ciconia ciconia,OTT:363031
Maned_Duck,Chenonetta jubata,OTT:436829
Eastern_Whipbird,Psophodes olivaceus,OTT:242579
Green-rumped_Parrotlet,Forpus passerinus,OTT:301843
White-breasted_Guineafowl,Agelastes meleagrides,OTT:342271
Blue-breasted_Quail,Synoicus chinensis,OTT:144486
Southern_Black-Flycatcher,Melaenornis pammelaina,OTT:1027755
Paradise_Shelduck,Tadorna variegata,OTT:166697
Olive_Sparrow,Arremonops rufivirgatus,OTT:97317
Crimson-collared_Grosbeak,Rhodothraupis celaeno,OTT:545035
Altamira_Oriole,Icterus gularis,OTT:1077601
Amazon_Kingfisher,Chloroceryle amazona,OTT:485386
Hook-billed_Kite,Chondrohierax uncinatus,OTT:677106
Ferruginous_Pygmy-Owl,Glaucidium brasilianum,OTT:933120
Colima_Warbler,Leiothlypis crissalis,OTT:85251
Red-billed_Pigeon,Patagioenas flavirostris,OTT:722913
Amethyst-throated_Mountain-gem,Lampornis amethystinus,OTT:612324
Tamaulipas_Crow,Corvus imparatus,OTT:569586
Roadside_Hawk,Rupornis magnirostris,OTT:458089
Bare-throated_Tiger-Heron,Tigrisoma mexicanum,OTT:3596764
Gray-crowned_Yellowthroat,Geothlypis poliocephala,OTT:63586
Black-vented_Oriole,Icterus wagleri,OTT:550999
San_Blas_Jay,Cyanocorax sanblasianus,OTT:740603
West_Indian_Whistling-Duck,Dendrocygna arborea,OTT:662604
Barred_Parakeet,Bolborhynchus lineola,OTT:213645
Orange_Weaver,Ploceus aurantius,OTT:988335
Lemon_Dove,Columba larvata,OTT:3596487
Yellow-lored_Parrot,Amazona xantholora,OTT:3600418
White-crowned_Parrot,Pionus senilis,OTT:1028838
Yucatan_Jay,Cyanocorax yucatanicus,OTT:851507
Brown_Jay,Psilorhinus morio,OTT:130898
Papuan_Boobook,Ninox theomacha,OTT:3595720
King_Penguin,Aptenodytes patagonicus,OTT:494361
Olive-throated_Parakeet,Eupsittula nana,OTT:954895
Black-throated_Jay,Cyanolyca pumilo,OTT:526171
Black_Caracara,Daptrius ater,OTT:438664
Social_Flycatcher,Myiozetetes similis,OTT:279103
Javan_Munia,Lonchura leucogastroides,OTT:865472
Western_Red-billed_Hornbill,Tockus kempi,OTT:3600753
Blue-faced_Honeyeater,Entomyzon cyanotis,OTT:477311
Magpie_Mannikin,Spermestes fringilloides,OTT:24017
Lilians_Lovebird,Agapornis lilianae,OTT:174391
Gray-breasted_Martin,Progne chalybea,OTT:136021
Crane_Hawk,Geranospiza caerulescens,OTT:376409
Collared_Forest-Falcon,Micrastur semitorquatus,OTT:1015189
Greenish_Elaenia,Myiopagis viridicata,OTT:610934
Double-striped_Thick-knee,Burhinus bistriatus,OTT:57829
Masked_Tityra,Tityra semifasciata,OTT:319142
Collared_Plover,Charadrius collaris,OTT:112942
Yucatan_Vireo,Vireo magister,OTT:3598053
Mottled_Owl,Ciccaba virgata,OTT:116486
Black-headed_Nightingale-Thrush,Catharus mexicanus,OTT:252687
White-crested_Elaenia,Elaenia albiceps,OTT:232059
Striped_Sparrow,Oriturus superciliosus,OTT:934463
Lilac-tailed_Parrotlet,Touit batavicus,OTT:721567
Green_Woodhoopoe,Phoeniculus purpureus,OTT:238765
Emperor_Penguin,Aptenodytes forsteri,OTT:494370
Cockerells_Fantail,Rhipidura cockerelli,OTT:346155
Eurasian_Marsh-Harrier,Circus aeruginosus,OTT:263139
Paint-billed_Crake,Mustelirallus erythrops,OTT:3599983
Long-tailed_Mockingbird,Mimus longicaudatus,OTT:817639
Reevess_Pheasant,Syrmaticus reevesii,OTT:572176
Swinhoes_Pheasant,Lophura swinhoii,OTT:53709
Chilean_Tinamou,Nothoprocta perdicaria,OTT:402446
Black_Crowned-Crane,Balearica pavonina,OTT:928354
White-naped_Crane,Antigone vipio,OTT:7659876
Sarus_Crane,Antigone antigone,OTT:414358
Black-necked_Crane,Grus nigricollis,OTT:589069
Siberian_Crane,Leucogeranus leucogeranus,OTT:832271
Bourkes_Parrot,Neophema bourkii,OTT:108574
Wattled_Crane,Bugeranus carunculatus,OTT:414343
Yellowhammer,Emberiza citrinella,OTT:828708
Brolga,Antigone rubicunda,OTT:7659875
