"x"
"Pipilo maculatus"
"Pipilo erythrophthalmus"
"Pipilo crissalis"
"Vermivora pinus"
"Vermivora chrysoptera"
"Vermivora peregrina"
"Vermivora celata"
"Parula americana"
"Dendroica petechia"
"Dendroica magnolia"
"Dendroica tigrina"
"Dendroica coronata"
"Dendroica nigrescens"
"Dendroica townsendi"
"Dendroica occidentalis"
"Dendroica virens"
"Dendroica fusca"
"Dendroica dominica"
"Dendroica pinus"
"Dendroica discolor"
"Dendroica palmarum"
"Dendroica castanea"
"Dendroica striata"
"Dendroica cerulea"
"Mniotilta varia"
"Setophaga ruticilla"
"Protonotaria citrea"
"Helmitheros vermivorum"
"Seiurus aurocapilla"
"Seiurus noveboracensis"
"Seiurus motacilla"
"Oporornis philadelphia"
"Oporornis tolmiei"
"Geothlypis trichas"
"Wilsonia citrina"
"Wilsonia pusilla"
"Wilsonia canadensis"
"Myioborus pictus"
"Icteria virens"
"Piranga rubra"
"Piranga olivacea"
"Piranga ludoviciana"
"Spiza americana"
"Pheucticus ludovicianus"
"Pheucticus melanocephalus"
"Cardinalis cardinalis"
"Cardinalis sinuatus"
"Passerina caerulea"
"Passerina amoena"
"Passerina cyanea"
"Passerina versicolor"
"Passerina ciris"
"Icterus galbula"
"Icterus bullockii"
"Icterus cucullatus"
"Icterus spurius"
"Icterus parisorum"
"Xanthocephalus xanthocephalus"
"Agelaius phoeniceus"
"Agelaius tricolor"
"Sturnella magna"
"Sturnella neglecta"
"Quiscalus mexicanus"
"Quiscalus major"
"Quiscalus quiscula"
"Euphagus carolinus"
"Euphagus cyanocephalus"
"Molothrus aeneus"
"Molothrus ater"
"Dolichonyx oryzivorus"
"Pica hudsonia"
"Dendragapus fuliginosus"
"Branta hutchinsii"
"Anas fulvigula"
"Himantopus mexicanus"
"Caracara cheriway"
"Butorides virescens"
"Gavia pacifica"
