"x"
"Alectoris chukar"
"Perdix perdix"
"Phasianus colchicus"
"Pavo cristatus"
"Dendragapus canadensis"
"Dendragapus obscurus"
"Bonasa umbellus"
"Tympanuchus phasianellus"
"Tympanuchus cupido"
"Meleagris gallopavo"
"Callipepla squamata"
"Callipepla californica"
"Callipepla gambelii"
"Colinus virginianus"
"Cyrtonyx montezumae"
"Dendrocygna bicolor"
"Dendrocygna autumnalis"
"Oxyura jamaicensis"
"Cygnus olor"
"Cygnus buccinator"
"Cygnus columbianus"
"Anser albifrons"
"Chen caerulescens"
"Chen rossii"
"Branta canadensis"
"Branta bernicla"
"Alopochen aegyptiaca"
"Aix sponsa"
"Anas strepera"
"Anas americana"
"Anas rubripes"
"Anas platyrhynchos"
"Anas discors"
"Anas cyanoptera"
"Anas clypeata"
"Anas acuta"
"Anas crecca"
"Aythya valisineria"
"Aythya americana"
"Aythya collaris"
"Aythya marila"
"Aythya affinis"
"Somateria mollissima"
"Histrionicus histrionicus"
"Clangula hyemalis"
"Melanitta perspicillata"
"Bucephala clangula"
"Bucephala islandica"
"Bucephala albeola"
"Lophodytes cucullatus"
"Mergus serrator"
"Mergus merganser"
"Melanerpes lewis"
"Melanerpes erythrocephalus"
"Melanerpes formicivorus"
"Melanerpes uropygialis"
"Melanerpes carolinus"
"Melanerpes aurifrons"
"Sphyrapicus varius"
"Sphyrapicus ruber"
"Picoides nuttallii"
"Picoides scalaris"
"Picoides pubescens"
"Picoides villosus"
"Picoides arcticus"
"Colaptes auratus"
"Colaptes chrysoides"
"Dryocopus pileatus"
"Megaceryle alcyon"
"Megaceryle torquata"
"Chloroceryle americana"
"Coccyzus erythropthalmus"
"Coccyzus americanus"
"Crotophaga sulcirostris"
"Geococcyx californianus"
"Myiopsitta monachus"
"Chaetura pelagica"
"Aeronautes saxatalis"
"Cynanthus latirostris"
"Amazilia yucatanensis"
"Archilochus colubris"
"Archilochus alexandri"
"Calypte anna"
"Calypte costae"
"Stellula calliope"
"Selasphorus platycercus"
"Selasphorus rufus"
"Selasphorus sasin"
"Tyto alba"
"Megascops kennicottii"
"Megascops asio"
"Bubo virginianus"
"Strix varia"
"Glaucidium gnoma"
"Athene cunicularia"
"Aegolius acadicus"
"Asio otus"
"Asio flammeus"
"Chordeiles acutipennis"
"Chordeiles minor"
"Phalaenoptilus nuttallii"
"Caprimulgus carolinensis"
"Columba livia"
"Patagioenas fasciata"
"Streptopelia decaocto"
"Zenaida macroura"
"Zenaida asiatica"
"Columbina inca"
"Columbina passerina"
"Grus canadensis"
"Grus americana"
"Aramus guarauna"
"Rallus limicola"
"Porzana carolina"
"Porphyrio martinica"
"Fulica americana"
"Scolopax minor"
"Limosa fedoa"
"Numenius phaeopus"
"Numenius americanus"
"Bartramia longicauda"
"Tringa melanoleuca"
"Tringa flavipes"
"Tringa solitaria"
"Actitis macularius"
"Heteroscelus incanus"
"Catoptrophorus semipalmatus"
"Arenaria interpres"
"Limnodromus griseus"
"Limnodromus scolopaceus"
"Calidris alba"
"Calidris pusilla"
"Calidris mauri"
"Calidris minutilla"
"Calidris bairdii"
"Calidris melanotos"
"Calidris maritima"
"Calidris alpina"
"Steganopus tricolor"
"Phalaropus lobatus"
"Haematopus palliatus"
"Recurvirostra americana"
"Pluvialis fulva"
"Pluvialis squatarola"
"Charadrius semipalmatus"
"Charadrius wilsonia"
"Charadrius vociferus"
"Charadrius melodus"
"Stercorarius longicaudus"
"Rynchops niger"
"Larus delawarensis"
"Larus californicus"
"Larus philadelphia"
"Larus pipixcan"
"Larus minutus"
"Sterna hirundo"
"Sterna forsteri"
"Chlidonias niger"
"Pandion haliaetus"
"Elanoides forficatus"
"Elanus leucurus"
"Ictinia mississippiensis"
"Haliaeetus leucocephalus"
"Accipiter striatus"
"Accipiter cooperii"
"Accipiter gentilis"
"Buteogallus anthracinus"
"Parabuteo unicinctus"
"Buteo lineatus"
"Buteo platypterus"
"Buteo brachyurus"
"Buteo swainsoni"
"Buteo albicaudatus"
"Buteo albonotatus"
"Buteo jamaicensis"
"Buteo regalis"
"Buteo lagopus"
"Aquila chrysaetos"
"Falco sparverius"
"Falco columbarius"
"Falco mexicanus"
"Falco peregrinus"
"Tachybaptus dominicus"
"Podilymbus podiceps"
"Podiceps grisegena"
"Podiceps auritus"
"Podiceps nigricollis"
"Aechmophorus occidentalis"
"Aechmophorus clarkii"
"Anhinga anhinga"
"Phalacrocorax brasilianus"
"Phalacrocorax carbo"
"Ixobrychus exilis"
"Botaurus lentiginosus"
"Nyctanassa violacea"
"Nycticorax nycticorax"
"Egretta rufescens"
"Egretta tricolor"
"Egretta caerulea"
"Egretta thula"
"Ardea herodias"
"Casmerodius albus"
"Bubulcus ibis"
"Eudocimus albus"
"Plegadis falcinellus"
"Plegadis chihi"
"Platalea ajaja"
"Pelecanus erythrorhynchos"
"Pelecanus occidentalis"
"Coragyps atratus"
"Cathartes aura"
"Mycteria americana"
"Gavia stellata"
"Gavia immer"
"Contopus cooperi"
"Contopus sordidulus"
"Contopus virens"
"Empidonax virescens"
"Empidonax traillii"
"Empidonax minimus"
"Empidonax difficilis"
"Sayornis phoebe"
"Sayornis saya"
"Sayornis nigricans"
"Pyrocephalus rubinus"
"Myiarchus crinitus"
"Myiarchus tyrannulus"
"Tyrannus melancholicus"
"Tyrannus couchii"
"Tyrannus forficatus"
"Tyrannus tyrannus"
"Tyrannus dominicensis"
"Pitangus sulphuratus"
"Lanius ludovicianus"
"Vireo bellii"
"Vireo atricapilla"
"Vireo huttoni"
"Vireo griseus"
"Vireo solitarius"
"Vireo flavifrons"
"Vireo olivaceus"
"Vireo gilvus"
"Cyanocitta cristata"
"Cyanocitta stelleri"
"Aphelocoma californica"
"Perisoreus canadensis"
"Nucifraga columbiana"
"Corvus brachyrhynchos"
"Corvus ossifragus"
"Corvus corax"
"Phainopepla nitens"
"Bombycilla garrulus"
"Bombycilla cedrorum"
"Cinclus mexicanus"
"Zoothera naevia"
"Sialia sialis"
"Sialia mexicana"
"Sialia currucoides"
"Myadestes townsendi"
"Catharus fuscescens"
"Catharus minimus"
"Catharus guttatus"
"Hylocichla mustelina"
"Turdus migratorius"
"Sturnus vulgaris"
"Dumetella carolinensis"
"Mimus polyglottos"
"Toxostoma rufum"
"Toxostoma curvirostre"
"Toxostoma redivivum"
"Sitta pygmaea"
"Sitta pusilla"
"Sitta canadensis"
"Sitta carolinensis"
"Certhia americana"
"Campylorhynchus brunneicapillus"
"Salpinctes obsoletus"
"Catherpes mexicanus"
"Cistothorus platensis"
"Cistothorus palustris"
"Thryomanes bewickii"
"Thryothorus ludovicianus"
"Troglodytes aedon"
"Auriparus flaviceps"
"Polioptila caerulea"
"Parus carolinensis"
"Parus atricapillus"
"Parus gambeli"
"Parus rufescens"
"Baeolophus inornatus"
"Baeolophus bicolor"
"Baeolophus atricristatus"
"Psaltriparus minimus"
"Tachycineta bicolor"
"Tachycineta thalassina"
"Progne subis"
"Stelgidopteryx serripennis"
"Hirundo rustica"
"Petrochelidon pyrrhonota"
"Petrochelidon fulva"
"Regulus calendula"
"Regulus satrapa"
"Chamaea fasciata"
"Eremophila alpestris"
"Passer domesticus"
"Passer montanus"
"Anthus rubescens"
"Carduelis pinus"
"Carduelis tristis"
"Carduelis psaltria"
"Carduelis lawrencei"
"Carduelis flammea"
"Leucosticte tephrocotis"
"Carpodacus purpureus"
"Carpodacus cassinii"
"Carpodacus mexicanus"
"Pinicola enucleator"
"Loxia leucoptera"
"Coccothraustes vespertinus"
"Calcarius lapponicus"
"Plectrophenax nivalis"
"Calamospiza melanocorys"
"Passerella iliaca"
"Melospiza melodia"
"Melospiza lincolnii"
"Melospiza georgiana"
"Zonotrichia querula"
"Zonotrichia albicollis"
"Zonotrichia leucophrys"
"Zonotrichia atricapilla"
"Junco hyemalis"
"Passerculus sandwichensis"
"Ammodramus maritimus"
"Ammodramus savannarum"
"Spizella arborea"
"Spizella passerina"
"Spizella pallida"
"Spizella breweri"
"Spizella pusilla"
"Pooecetes gramineus"
"Chondestes grammacus"
"Amphispiza bilineata"
"Amphispiza belli"
"Aimophila cassinii"
"Aimophila ruficeps"
"Pipilo chlorurus"
