species,common_name,difference,diff_SE,k,inat_medPred,inat_SE,inat_medResp,inat_GAM_pval,ebird_medPred,ebird_SE,ebird_medResp,ebird_GAM_pval,lb95CI,ub95CI,pval_uncorr,pval,sigdir,name_clean,specID,family,order,crest,max.color.contrast,pelagic,mass,shape,endangerment,all_success,rate,nhex
Podilymbus podiceps,Pied-billed_Grebe,-0.3065867485692304,0.07503978232781244,20,-5.525431907729654,0.06646651024914221,0.00396833709588381,0.9625,-5.250170245841591,0.04709569676150882,0.00521924170248111,0.985,-0.45366201933946804,-0.15951147779899283,4.3952428154739055e-5,1.395268356858495e-4,Underreported,Pied-billed_Grebe,OTT:962399,Podicipedidae,Podicipediformes,none,50,0,411.93,Duck,Least Concern,2048211,0.05788086795515384,4634
Pinicola enucleator,Pine_Grosbeak,0.2116605603889268,5.988403217248557,20,-6.730770690827402,6.263007980355583,0.00119218968446632,1,-7.729191114498368,0.00992666093578076,4.3960638211477666e-4,0.7125,-11.525394070322033,11.948715191099884,0.9718045811753464,0.9999810766357233,Non-significant,Pine_Grosbeak,OTT:341471,Fringillidae,Passeriformes,none,80,0,56.4,Finch,Least Concern,40985,0.00115820458592497,1090
Setophaga pinus,Pine_Warbler,-0.32807963471274393,0.08815246378995566,20,-5.954863418441375,0.1105422464791395,0.00258649071091821,0.9875,-5.982210203457269,0.00159972758467843,0.00251689251169933,0.145,-0.5008552888895282,-0.15530398053595965,1.978628329861713e-4,5.886108176255284e-4,Underreported,Pine_Warbler,OTT:352791,Parulidae,Passeriformes,none,90,0,11.79,Warbler,Least Concern,1014681,0.02867410485423789,2541
Charadrius melodus,Piping_Plover,1.4889829583941112,11.010800956521292,20,-5.4501136718554335,11.034633337900564,0.00427744124753693,0.6925,-8.289488135695517,0.01390304103135812,2.510799240155628e-4,1,-20.091790357326797,23.069756274115015,0.8924305780355717,0.985330016574481,Non-significant,Piping_Plover,OTT:234677,Charadriidae,Charadriiformes,none,80,0,54.39,Shorebird,Near Threatened,101397,0.0028654012540938,611
Falco mexicanus,Prairie_Falcon,-0.30339230090689306,0.4357963438969966,20,-7.182749234672411,0.497422657896368,7.59000195453379e-4,1,-6.782460165104075,0.00858012449305795,0.0011321995813738,0.935,-1.1575374395392382,0.5507528377254519,0.4863166826645782,0.68665632036164,Non-significant,Prairie_Falcon,OTT:183625,Falconidae,Falconiformes,none,55,0,713.07,Hawk/Falcon,Least Concern,90521,0.00255805385683822,2345
Setophaga discolor,Prairie_Warbler,-0.3829421896543237,0.1022118732355131,20,-7.251304165103138,0.12029635180195236,7.08746130525707e-4,1,-6.806311599690098,0.0020921788350895,0.0011055440024396,0.84,-0.5832737799883029,-0.18261059932034457,1.7928121306268598e-4,5.367089479661422e-4,Underreported,Prairie_Warbler,OTT:532752,Parulidae,Passeriformes,none,100,0,7.64,Warbler,Least Concern,321981,0.00909893548324288,1894
Protonotaria citrea,Prothonotary_Warbler,0.395604302610161,0.3174599460770665,20,-6.308209091556819,0.34396069518408645,0.00181798101313228,0.9675,-6.996945444536088,0.01349703807788641,9.13835758368184e-4,0.885,-0.2266057582349169,1.0178143634552388,0.2127074920476102,0.35301980259129695,Non-significant,Prothonotary_Warbler,OTT:285212,Parulidae,Passeriformes,none,100,0,14.3,Warbler,Least Concern,218842,0.00618430664860298,2098
Porphyrio martinica,Purple_Gallinule,0.19654191787736597,4.940030923863484,20,-6.448807837045479,5.027013266442005,0.00157990747483305,0.9,-7.330983728889606,0.32820266707603085,6.54500346295756e-4,1,-9.485740775409191,9.878824611163921,0.9682640851535249,0.9999810766357233,Non-significant,Purple_Gallinule,OTT:381387,Rallidae,Gruiformes,none,80,0,235.06,Duck,Least Concern,78309,0.00221295212685614,482
Progne subis,Purple_Martin,-0.688937259933394,0.05437251137865846,20,-6.796308315639465,0.05738606899902701,0.00111664616049937,1,-6.140167430265481,0.00175051277808273,0.00214993068827776,0.9775,-0.7955054239845589,-0.5823690958822292,8.595449554920697e-37,7.260085070495517e-36,Underreported,Purple_Martin,OTT:621799,Hirundinidae,Passeriformes,none,50,0,53.79,Swallow/Swift,Least Concern,751264,0.02123014298012299,3540
Sitta pygmaea,Pygmy_Nuthatch,-0.8724584750323596,2.6457056121651275,20,-6.36484738257178,2.925457645778158,0.00171804732808897,0.8025,-6.189933824382885,0.00911875568115493,0.00204576865747518,1,-6.0579461885715045,4.313029238506786,0.7415782882549358,0.9010403710936646,Non-significant,Pygmy_Nuthatch,OTT:82240,Sittidae,Passeriformes,none,45,0,10.6,Nuthatch,Least Concern,278164,0.00786070075489166,854
Cardinalis sinuatus,Pyrrhuloxia,-0.29677331777595506,0.09925758362309682,20,-5.880597032664177,0.15533112225824822,0.00278533742109243,1,-5.44581229158064,0.02751257297161772,0.00429580056783685,1,-0.4913146068696975,-0.10223202868221265,0.002790405506210031,0.007134388132093755,Underreported,Pyrrhuloxia,OTT:425446,Cardinalidae,Passeriformes,long,80,0,35.19,Finch,Least Concern,128328,0.00362645060638234,530
Melanerpes carolinus,Red-bellied_Woodpecker,-0.5296975168325887,0.03952126440327459,20,-4.557948521698172,0.04510381488346868,0.0103747792097089,1,-3.874862183357083,4.5019287013572614e-4,0.02033509868678581,1,-0.6071577716864918,-0.45223726197868563,5.818635117461388e-41,5.292720020306225e-40,Underreported,Red-bellied_Woodpecker,OTT:119082,Picidae,Piciformes,none,80,0,69.5,Woodpecker,Least Concern,5453257,0.15410484971642002,2952
Sphyrapicus ruber,Red-breasted_Sapsucker,0.39760222573224313,0.2313232539498381,20,-5.8302003651023195,0.2717843647263633,0.00292888478616005,1,-6.449186213674948,0.024656397736169,0.00157931073178383,1,-0.055783020796052296,0.8509874722605385,0.08564779011374002,0.16740249885867367,Non-significant,Red-breasted_Sapsucker,OTT:200801,Picidae,Piciformes,none,90,0,54.79,Woodpecker,Least Concern,155917,0.0044060945327233,570
Melanerpes erythrocephalus,Red-headed_Woodpecker,0.24164479364339697,0.02577629313469663,20,-5.481473348696285,0.02920630132257628,0.00414593104028537,1,-5.7930127418420145,0.00382429780313277,0.00303951630367366,0.58,0.19112418744444454,0.2921653998423494,0,0,Overreported,Red-headed_Woodpecker,OTT:800693,Picidae,Piciformes,none,90,0,71.6,Woodpecker,Least Concern,554545,0.01567101530076285,3029
Podiceps grisegena,Red-necked_Grebe,-0.1515132540910611,0.6342847258386345,20,-7.796182301360702,0.6655568986901225,4.111331134027533e-4,1,-8.352241942125737,0.00912978750159325,2.3581150459073264e-4,0.845,-1.3946884726786468,1.0916619644965244,0.81120435734587,0.9521083400114059,Non-significant,Red-necked_Grebe,OTT:740071,Podicipedidae,Podicipediformes,none,50,0,1023,Duck,Least Concern,145360,0.0041077618301831,1665
Phalaropus lobatus,Red-necked_Phalarope,-3.14398234847509,1.351768860441685,20,-11.654138950902938,1.4436578780225808,8.682963817852124e-6,0.9925,-8.172972415542555,0.01221112291635845,2.8209841635151435e-4,0.7325,-5.793400630363543,-0.4945640665866371,0.020027709194230595,0.04532586817641661,Underreported,Red-necked_Phalarope,OTT:57821,Scolopacidae,Charadriiformes,none,55,0,36.68,Shorebird,Least Concern,98217,0.00277553689925078,1855
Gavia stellata,Red-throated_Loon,0.00602141813069412,0.7302156395714106,20,-7.415853932397127,0.866744424661224,6.012766640108454e-4,1,-8.783002547729374,0.01101651921371429,1.5329354912722165e-4,0.4825,-1.4251749363771515,1.4372177726385396,0.9934206529514047,0.9999810766357233,Non-significant,Red-throated_Loon,OTT:1057044,Gaviidae,Gaviiformes,none,80,0,1486,Duck,Least Concern,232617,0.00657357755676735,1008
Aythya americana,Redhead,-0.5434378003987408,0.07688055096953866,20,-6.882210137235103,0.0369287539303486,0.00102482287561649,0.98,-6.253534881683956,0.06760680774733195,0.0019199489609977,0.1375,-0.6941209114106325,-0.3927546893868491,1.5650546374908317e-12,7.631658180754263e-12,Underreported,Redhead,OTT:693332,Anatidae,Anseriformes,none,50,0,1075.69,Duck,Least Concern,588784,0.01663858311380385,4029
Aythya collaris,Ring-necked_Duck,-0.3162797209449124,0.06220646109187175,20,-6.065430182987474,0.0423939565806096,0.00231638094010123,0.9975,-5.759010362581543,0.04935297715929843,0.00314431370631978,0.2025,-0.43820214429067317,-0.19435729759915166,3.6887777224711627e-7,1.3631186427569218e-6,Underreported,Ring-necked_Duck,OTT:1044563,Anatidae,Anseriformes,none,75,0,704.55,Duck,Least Concern,1183272,0.0334383568817035,4574
Salpinctes obsoletus,Rock_Wren,0.22545201282103067,0.06749450859773258,20,-5.7474822304316024,0.07986812566513617,0.00318065555196242,1,-5.962878005033231,0.00747239667520775,0.00256589688304343,1,0.09316520681524579,0.3577388188268155,8.368746199101107e-4,0.0022881022844941177,Overreported,Rock_Wren,OTT:356961,Troglodytidae,Passeriformes,none,7.5,0,16.37,Wren,Least Concern,202981,0.00573608698440008,2155
Pheucticus ludovicianus,Rose-breasted_Grosbeak,0.5260624720100613,0.0435560609850297,20,-5.809914587230583,0.06418793617870497,0.00298872683716076,1,-6.361822690153315,0.01372650779454407,0.00172324279125212,0.435,0.44069416117097293,0.6114307828491496,0,0,Overreported,Rose-breasted_Grosbeak,OTT:370813,Cardinalidae,Passeriformes,none,80,0,42,Finch,Least Concern,838640,0.02369932155520609,3336
Platalea ajaja,Roseate_Spoonbill,0.9509428737200244,0.2383711700317865,20,-5.452494846119119,0.2975267792819459,0.0042673114437124,0.995,-7.449400533752574,0.00960954789629048,5.814519881993913e-4,1,0.48374396550504944,1.4181417819349993,6.62582956301172e-5,2.075508200863936e-4,Overreported,Roseate_Spoonbill,OTT:951123,Threskiornithidae,Pelecaniformes,none,80,0,1490,Heron,Least Concern,243667,0.00688584206023132,637
Anser rossii,Rosss_Goose,0.00304629576052306,0.7845689237522168,20,-8.262289061699533,0.7461029330566736,2.580010002820923e-4,0.9425,-8.18237529870575,0.01039889485325558,2.794590474629966e-4,0.3,-1.5346805381831734,1.5407731297042193,0.9969020105510416,0.9999810766357233,Non-significant,Rosss_Goose,OTT:767830,Anatidae,Anseriformes,none,77.5,0,1635.99,Duck,Least Concern,88407,0.00249831384232937,2434
Buteo lagopus,Rough-legged_Hawk,-0.2906704339696433,0.07370957142694977,20,-7.392154667750219,0.0926553409064552,6.156877974923295e-4,1,-7.056058410282683,0.00808310490809806,8.61427028392411e-4,0.15,-0.43513853928234747,-0.14620232865693916,8.031581317732942e-5,2.450927718250117e-4,Underreported,Rough-legged_Hawk,OTT:188484,Accipitridae,Accipitriformes,none,70,0,949.76,Hawk/Falcon,Least Concern,180265,0.00509415029112518,3025
Archilochus colubris,Ruby-throated_Hummingbird,0.3503322755685443,0.03413141854466781,20,-4.884875882668122,0.03701044987103199,0.00750333635023736,1,-5.188943470335383,0.00567278734694874,0.00554695656448056,0.9925,0.28343592447973287,0.4172286266573557,0,0,Overreported,Ruby-throated_Hummingbird,OTT:759410,Trochilidae,Caprimulgiformes,none,100,0,3.09,Hummingbird,Least Concern,1459184,0.04123541784819689,2992
Arenaria interpres,Ruddy_Turnstone,0.15413947985776355,1.622228728216929,20,-6.330954213699442,2.034133064760298,0.00177717018235359,0.66,-8.546671255609434,0.01133006473118382,1.9415273260174845e-4,1,-3.0253704021336327,3.3336493618491594,0.9243012393623948,0.9999810766357233,Non-significant,Ruddy_Turnstone,OTT:821753,Scolopacidae,Charadriiformes,none,60,0,135.98,Shorebird,Least Concern,339530,0.0095948567295134,1211
Aimophila ruficeps,Rufous-crowned_Sparrow,-0.5227626667534926,0.8308709864787971,20,-6.6326380548609265,0.9160512981094246,0.00131495363332306,0.955,-6.543091879109591,0.01661171870012185,0.00143795851028494,0.95,-2.151239876051201,1.1057145425442156,0.5292349556916499,0.7263887972805881,Non-significant,Rufous-crowned_Sparrow,OTT:292634,Passerellidae,Passeriformes,none,30,0,18.69,Sparrow,Least Concern,116133,0.00328182928332866,755
Euphagus carolinus,Rusty_Blackbird,0.14847098242047974,0.5329158826818147,20,-7.151491938159779,0.5411385452895834,7.830802903960525e-4,1,-7.3935442094707184,0.01816700219138355,6.148333933681267e-4,0.135,-0.8960249544252497,1.192966919266209,0.7805509233667529,0.922005439482979,Non-significant,Rusty_Blackbird,OTT:839098,Icteridae,Passeriformes,none,50,0,59.57,Blackbird,Vulnerable,187569,0.00530055571495331,2705
Calidris alba,Sanderling,-4.663619192465305,1.096023125735596,20,-13.996831661708908,1.2583000239993718,8.34166765556401e-7,1,-8.191070678086664,0.0069445199456251196,2.7704024965499925e-4,0.97,-6.811785045130088,-2.515453339800522,2.090142448363406e-5,6.865537347749243e-5,Underreported,Sanderling,OTT:654824,Scolopacidae,Charadriiformes,none,60,0,51.71,Shorebird,Least Concern,498785,0.0140952805755908,1781
Sayornis saya,Says_Phoebe,-0.08555357676543629,0.0448092859573045,20,-5.700071048573271,0.09947785533817276,0.00333457117257159,0.9825,-5.646688663933395,0.01122021662623845,0.00351677242493569,0.165,-0.1733781634147095,0.002271009883836897,0.05622568376788832,0.11463253630263437,Non-significant,Says_Phoebe,OTT:568707,Tyrannidae,Passeriformes,none,30,0,20.9,Flycatcher,Least Concern,678636,0.01917773154504774,2620
Callipepla squamata,Scaled_Quail,0.3535785543196016,1.173681241152407,20,-4.700017702383947,1.2505078070663036,0.00901314053548249,0.99,-5.871024848765426,0.00891400069203572,0.00281205186264393,1,-1.946794407669386,2.6539515163085885,0.7632192652502012,0.9154720187580353,Non-significant,Scaled_Quail,OTT:728092,Odontophoridae,Galliformes,long,30,0,183.86,Game,Least Concern,47011,0.0013284947124294,494
Piranga olivacea,Scarlet_Tanager,-0.10613390176633476,0.971881064174558,20,-6.236760743751802,0.9824608478370828,0.00195236266888032,0.88,-6.390711299365308,0.01099516342484328,0.00167425505226661,0.85,-2.0109857848049293,1.7987179812722596,0.9130401964318302,0.9928000296833465,Non-significant,Scarlet_Tanager,OTT:69808,Cardinalidae,Passeriformes,none,90,0,28.2,Finch,Least Concern,671430,0.01897409552586571,2519
Tyrannus forficatus,Scissor-tailed_Flycatcher,0.35908708409672085,0.17715411614687795,20,-4.545400821199287,0.18946180469701224,0.01050440291175642,1,-6.03043032719585,0.01353771799662821,0.00239869149635462,0.9225,0.011871396735814443,0.7063027714576272,0.04266490044636506,0.09009150853183337,Non-significant,Scissor-tailed_Flycatcher,OTT:618377,Tyrannidae,Passeriformes,none,45,0,39.3,Flycatcher,Least Concern,299102,0.0084523925353015,1583
Icterus parisorum,Scotts_Oriole,-0.8519282907591057,2.5975311961196184,20,-7.40970121534815,2.816868359270908,6.049853084789896e-4,1,-7.180493367970262,0.01153580010591994,7.607130274598662e-4,1,-5.942995883872805,4.239139302354593,0.7429296928679265,0.9010403710936646,Non-significant,Scotts_Oriole,OTT:788031,Icteridae,Passeriformes,none,100,0,36.48,Blackbird,Least Concern,49850,0.00140872266947322,628
Cistothorus platensis,Sedge_Wren,-1.431223222872477,1.6006312036140358,20,-8.357465096778924,1.627314143259344,2.3458332384601927e-4,1,-7.368681077598053,0.01366741702819662,6.303019433313796e-4,0.9,-4.568402734486985,1.7059562887420303,0.3712353460427596,0.5617455765459974,Non-significant,Sedge_Wren,OTT:932500,Troglodytidae,Passeriformes,none,25,0,9.04,Wren,Least Concern,129375,0.00365603802132594,2073
Charadrius semipalmatus,Semipalmated_Plover,-1.174628803801705,0.0960898220302844,20,-8.76707127115478,0.11243910664124632,1.5575488472774552e-4,1,-7.457710802242475,0.01132349209428017,5.766427630673855e-4,0.675,-1.3629613942619259,-0.9862962133414841,2.3061843691953084e-34,1.8488562824226796e-33,Underreported,Semipalmated_Plover,OTT:661809,Charadriidae,Charadriiformes,none,85,0,46.74,Shorebird,Least Concern,507910,0.01435314605922055,2758
Calidris pusilla,Semipalmated_Sandpiper,-3.3775961314346055,0.7817900147619276,20,-10.901253400414843,0.7870092328892744,1.8434773083512584e-5,1,-7.346719512550462,0.01187830912776558,6.442884627285301e-4,0.91,-4.909876403841021,-1.8453158590281906,1.5579127420270913e-5,5.189385401259254e-5,Underreported,Semipalmated_Sandpiper,OTT:1092981,Scolopacidae,Charadriiformes,none,50,0,27.5,Shorebird,Near Threatened,355247,0.0100390070644404,2844
Accipiter striatus,Sharp-shinned_Hawk,-2.3080113761529883,4.339863292677671,20,-8.849569122539833,4.3391592491089614,1.434229564512704e-4,0.91,-6.568373559446632,0.03061157707832183,0.00140211053314848,0.7025,-10.813987127628634,6.197964375322655,0.5948530188044019,0.7878695073260266,Non-significant,Sharp-shinned_Hawk,OTT:1015194,Accipitridae,Accipitriformes,none,50,0,130.59,Hawk/Falcon,Least Concern,634212,0.01792234346342932,4764
Tympanuchus phasianellus,Sharp-tailed_Grouse,2.4003865539974036,222.51848298355705,20,-3.382697395729271,222.5532801884636,0.03284061178471188,1,-6.332739395775152,0.02050666405933514,0.0017740060632658,1,-433.72782598826325,438.528599096258,0.991393100467981,0.9999810766357233,Non-significant,Sharp-tailed_Grouse,OTT:979422,Phasianidae,Galliformes,none,40,0,882.38,Game,Least Concern,13445,3.799453619070708e-4,497
Limnodromus griseus,Short-billed_Dowitcher,-1.9449194178826317,8.99567255183932,20,-9.148707453692625,9.219671514679307,1.0634587488000092e-4,0.5075,-8.239301803055977,0.01423260428888975,2.6399884317168947e-4,0.9875,-19.576113636203218,15.686274800437952,0.8288270868778528,0.9614974968689841,Non-significant,Short-billed_Dowitcher,OTT:234683,Scolopacidae,Charadriiformes,none,30,0,110.53,Shorebird,Least Concern,266685,0.0075363130412932,1904
Asio flammeus,Short-eared_Owl,-0.2213415196656605,1.140101153164058,20,-8.645236738192011,1.161492824773564,1.7593205550563463e-4,1,-8.478268008293512,0.01216945532353285,2.0789530938903649e-4,0.99,-2.455898718599798,2.0132156792684763,0.8460646948733297,0.9617094998785993,Non-significant,Short-eared_Owl,OTT:509846,Strigidae,Strigiformes,short,25,0,322.61,Owl,Least Concern,56620,0.00160003766390318,2184
Plectrophenax nivalis,Snow_Bunting,-0.29252253073527834,3.0417175012262723,20,-7.954329162481372,3.0822381537036097,3.510154776578185e-4,0.975,-7.849687210356533,0.01180007642692928,3.897219552823597e-4,0.86,-6.254179284283939,5.669134222813382,0.9233854110201893,0.9999810766357233,Non-significant,Snow_Bunting,OTT:453764,Calcariidae,Passeriformes,none,100,0,42.2,Sparrow,Least Concern,92573,0.00261604179901995,1627
Tringa solitaria,Solitary_Sandpiper,0.4305504825764413,0.24638032053622744,20,-6.548557341212813,0.2469685078031689,0.00143013204919826,1,-7.036776888181098,0.05671484188648466,8.781830884357449e-4,0.9925,-0.05234607217399867,0.9134470373268813,0.08055003121088111,0.15875068651144486,Non-significant,Solitary_Sandpiper,OTT:809000,Scolopacidae,Charadriiformes,none,65,0,48.4,Shorebird,Least Concern,340066,0.00961000367737374,3914
Porzana carolina,Sora,-1.0606874619732984,0.7372191828658824,20,-8.33002518167882,0.7841287453320014,2.411078248351551e-4,0.9975,-7.02770866609487,0.00209541016476783,8.861757755601049e-4,1,-2.5056105091024756,0.38423558515587874,0.15021623007142748,0.2681217993350385,Non-significant,Sora,OTT:885182,Rallidae,Gruiformes,none,40,0,74.8,Shorebird,Least Concern,344162,0.00972575348788853,3451
Actitis macularius,Spotted_Sandpiper,-0.01149591765539082,0.05759340892834012,20,-5.891973236039632,0.04550459212007948,0.00275391717869161,1,-5.919180140512053,0.03921579773782049,0.00268019979070129,0.685,-0.12437692490182503,0.10138508959104338,0.8417897171364683,0.9614974968689841,Non-significant,Spotted_Sandpiper,OTT:810558,Scolopacidae,Charadriiformes,none,55,0,40.4,Shorebird,Least Concern,1060116,0.02995806301848094,4794
Cyanocitta stelleri,Stellers_Jay,-0.8364251373788951,0.16148261770107578,20,-5.726724782364338,0.2607932523985013,0.00324715121257197,1,-5.093289257728795,0.0028446438351108,0.00610035510221907,1,-1.152925252202254,-0.5199250225555365,2.222900775565091e-7,8.344698943192762e-7,Underreported,Stellers_Jay,OTT:130921,Corvidae,Passeriformes,long,90,0,128,Crow/Jay,Least Concern,917216,0.02591981889676131,1290
Piranga rubra,Summer_Tanager,0.12525034078457353,0.23086971324033156,20,-5.71008028482909,0.2558013279701905,0.00330147078461586,0.6425,-6.087102050782009,0.00700821324913683,0.00226683326884836,0.335,-0.32724598228756635,0.5777466638567134,0.5874636030153424,0.7827331950035407,Non-significant,Summer_Tanager,OTT:1075670,Cardinalidae,Passeriformes,none,100,0,29.13,Finch,Least Concern,508029,0.01435650890771939,2860
Elanoides forficatus,Swallow-tailed_Kite,0.9632425455859086,0.6152926064912823,20,-5.847616414160633,0.6561965735621198,0.00287846236840504,1,-8.49862916933322,0.02559732548972139,2.0370597637495944e-4,0.975,-0.24270880309078025,2.1691938942625972,0.11746496719954069,0.21874381687158562,Non-significant,Swallow-tailed_Kite,OTT:1053065,Accipitridae,Accipitriformes,none,90,0,416.24,Hawk/Falcon,Least Concern,73717,0.00208318573772432,740
Melospiza georgiana,Swamp_Sparrow,-0.5478521655532274,0.2317603465420051,20,-6.400382338097415,0.23843862010882175,0.0016581680300008,0.98,-5.903934098977462,0.05351751375356654,0.00272126326288051,0.4525,-1.0020940978200794,-0.093610233286375355,0.018084981562310573,0.04152522465520826,Underreported,Swamp_Sparrow,OTT:265545,Passerellidae,Passeriformes,none,30,0,16.1,Sparrow,Least Concern,1057598,0.02988690627461467,3506
Leiothlypis peregrina,Tennessee_Warbler,-0.8720206122712555,1.873611411958088,20,-7.601794800633797,1.8804843219699192,4.993045988393191e-4,0.9425,-6.866522039332848,0.03073399031668732,0.00104101030333345,0.9975,-4.544231500732346,2.8001902761898343,0.6416290372838647,0.820244688203427,Non-significant,Tennessee_Warbler,OTT:430151,Parulidae,Passeriformes,none,80,0,8.9,Warbler,Least Concern,348667,0.00985306132391615,2964
Myadestes townsendi,Townsends_Solitaire,0.00556097026730695,0.17826238392643776,20,-6.2050998158727,0.23215300457140028,0.00201503868052971,1,-6.2920462946604,0.0100508225363388,0.00184754868775472,0.4725,-0.3438268820267628,0.3549488225613767,0.9751136909702718,0.9999810766357233,Non-significant,Townsends_Solitaire,OTT:468120,Turdidae,Passeriformes,none,25,0,33.2,Thrush,Least Concern,187834,0.00530804441119023,2113
Setophaga townsendi,Townsends_Warbler,-0.9270467433085194,0.8475312816715261,20,-7.564219785851449,0.9860239359297824,5.184130014540237e-4,1,-7.019784913354554,0.0183656862005134,8.932192096123918e-4,0.995,-2.5881775311557824,0.7340840445387435,0.2740338909297402,0.4393831539314139,Non-significant,Townsends_Warbler,OTT:157200,Parulidae,Passeriformes,none,80,0,8.84,Warbler,Least Concern,290905,0.0082207516181165,1574
Egretta tricolor,Tricolored_Heron,-0.00189481528919177,0.12496166077977106,20,-6.631359307552943,0.09676287977317326,0.00131663398697529,1,-6.589532825597138,0.24489786486985288,0.00137279487344426,1,-0.24681516986585442,0.24302553928747084,0.9879020019174777,0.9999810766357233,Non-significant,Tricolored_Heron,OTT:881921,Ardeidae,Pelecaniformes,none,55,0,372.3,Heron,Least Concern,581350,0.01642850398993496,907
Cygnus buccinator,Trumpeter_Swan,1.0970380693735278,0.09493406825187888,20,-5.948269463135666,0.12446595664463354,0.00260355771855927,1,-7.124933671170833,0.01647925357623321,8.041392285872807e-4,0.17,0.9109707146939778,1.2831054240530777,0,0,Overreported,Trumpeter_Swan,OTT:870606,Anatidae,Anseriformes,none,65,0,11071.13,Duck,Least Concern,209000,0.00590617929628693,1758
Cygnus columbianus,Tundra_Swan,-0.3578273646961456,0.11911286248123024,20,-7.835269770031919,0.12551303866980676,3.9537921033648863e-4,1,-7.529396954631599,0.01114694061442434,5.36773751019578e-4,0.855,-0.5912842852548291,-0.12437044413746215,0.0026636471233167165,0.0068847272640918415,Underreported,Tundra_Swan,OTT:207360,Anatidae,Anseriformes,none,65,0,6377.96,Duck,Least Concern,220059,0.00621869813283065,2209
Bartramia longicauda,Upland_Sandpiper,-0.3583209644364276,1.1283821251553687,20,-7.26004142379179,1.2287452013855864,7.025849381557743e-4,1,-7.751534492955903,0.01372233941156199,4.298971849762427e-4,1,-2.5699092905397176,1.8532673616668625,0.7508241411806578,0.9047549867626499,Non-significant,Upland_Sandpiper,OTT:654835,Scolopacidae,Charadriiformes,none,42.5,0,158.92,Shorebird,Least Concern,59788,0.00168956290797322,2082
Ixoreus naevius,Varied_Thrush,-0.2288578188968997,0.7154477142200314,20,-6.803303040717594,0.8947190554766886,0.00110887141139995,1,-7.945050759782301,0.02511505880145973,3.5428633746298e-4,0.165,-1.6311095715896662,1.1733939337958665,0.7490588714701596,0.9047549867626499,Non-significant,Varied_Thrush,OTT:775708,Turdidae,Passeriformes,none,60,0,77.5,Thrush,Least Concern,168131,0.00475125278116755,1087
Catharus fuscescens,Veery,-1.186036626192918,1.7036544068261068,20,-7.7969171590317075,1.8777490060658544,4.10831224139076e-4,0.93,-7.401018028200676,0.01985869895897905,6.102581627857117e-4,0.9175,-4.525137905675036,2.1530646532891997,0.48632107256056956,0.68665632036164,Non-significant,Veery,OTT:545761,Turdidae,Passeriformes,none,42.5,0,31.9,Thrush,Least Concern,408743,0.01155076289044119,2498
Auriparus flaviceps,Verdin,-0.7389948930297332,0.46196897029089784,20,-5.587098052803884,0.5405387944583899,0.00373190318973927,0.815,-4.914326421407891,0.00269016838367501,0.00728716811060346,0.7875,-1.6444374367749472,0.16644765071548062,0.1096732565230301,0.20504130567349108,Non-significant,Verdin,OTT:1093469,Remizidae,Passeriformes,none,50,0,6.8,Chickadee,Least Concern,392773,0.01109946297005027,629
Pyrocephalus rubinus,Vermilion_Flycatcher,0.41489531143590863,0.04405782167538483,20,-6.000411646371024,0.07049918465615826,0.00247160803495256,1,-7.000694499154074,0.02226634521143134,9.104192656235944e-4,1,0.32854356771486626,0.501247055156951,0,0,Overreported,Vermilion_Flycatcher,OTT:375103,Tyrannidae,Passeriformes,none,100,0,14.4,Flycatcher,Least Concern,228527,0.00645799730163906,975
Tachycineta thalassina,Violet-green_Swallow,-1.132742051138714,0.4043118705576207,20,-6.1766888769955415,0.4357793293503357,0.00207298845024658,1,-5.202260667046883,0.00449313311678435,0.00547397802834062,0.45,-1.9251787559536708,-0.3403053463237574,0.005084133711935648,0.012590551024845872,Underreported,Violet-green_Swallow,OTT:621801,Hirundinidae,Passeriformes,none,70,0,14.14,Swallow/Swift,Least Concern,603035,0.01704130541596359,1828
Rallus limicola,Virginia_Rail,-1.3047406480922237,0.7668225002315561,20,-8.6069085473504785,0.7690027758912737,1.8280484975439137e-4,1,-7.449674849353832,0.02984376100665636,5.812926014267406e-4,1,-2.8076851310810307,0.1982038348965831,0.08885105509068152,0.17294876155511257,Non-significant,Virginia_Rail,OTT:502780,Rallidae,Gruiformes,none,70,0,84.1,Shorebird,Least Concern,241518,0.00682511297263458,2905
Sialia mexicana,Western_Bluebird,0.08422371812059781,0.06889293803133684,20,-5.634839249562715,0.10804346557459069,0.00355854281673782,1,-5.945151114660972,0.01169326188812954,0.00261166795388723,0.975,-0.05080395920997213,0.21925139545116776,0.22150707643488698,0.365062185204535,Non-significant,Western_Bluebird,OTT:1044558,Turdidae,Passeriformes,none,100,0,26.44,Thrush,Least Concern,597029,0.01687158047408081,1494
Aechmophorus occidentalis,Western_Grebe,-0.9403096401403652,0.1706961303570515,20,-6.828843186480157,0.19394183974984208,0.00108093949781039,1,-5.903775068753162,0.01352038019255791,0.00272169488245782,0.9675,-1.2748679079405403,-0.6057513723401902,3.615430877497137e-8,1.44923627547131e-7,Underreported,Western_Grebe,OTT:758343,Podicipedidae,Podicipediformes,none,85,0,1136.95,Duck,Least Concern,454714,0.01284986800254457,1984
